HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
1.8082644,1233.6024,2839.9521,-13.104645,-2.841073,RMM2018-10-10.0019.fcs
10.603004,1547.1442,4132.742,9.864388,351.18655,RMM2018-10-10.0019.fcs
15.205859,1125.8765,8534.899,-26.79838,-48.271,RMM2018-10-10.0019.fcs
35.34335,2283.7778,13943.833,-10.8401985,617.3063,RMM2018-10-10.0019.fcs
38.38452,-598.4854,3525.5317,-28.019558,17.29786,RMM2018-10-10.0019.fcs
39.535236,526.9617,7937.967,5.326667,476.77664,RMM2018-10-10.0019.fcs
43.151764,-589.3473,1568.6647,0.8981838,-11.942507,RMM2018-10-10.0019.fcs
44.877834,-40.706833,2319.8042,19.009178,27.645073,RMM2018-10-10.0019.fcs
54.330124,1225.483,4818.8374,17.200089,-78.43278,RMM2018-10-10.0019.fcs
72.33058,3175.9907,3288.2852,2.3315244,5.4708886,RMM2018-10-10.0019.fcs
84.90623,4076.0908,3552.7424,-9.021053,289.10663,RMM2018-10-10.0019.fcs
107.9205,-1305.6105,3300.9456,-49.588825,8.111127,RMM2018-10-10.0019.fcs
115.56453,-1104.8708,1871.2604,-22.307465,7.621985,RMM2018-10-10.0019.fcs
120.16739,961.557,1736.4718,-7.396011,145.01785,RMM2018-10-10.0019.fcs
122.140045,3107.4558,3857.1646,21.56535,675.6812,RMM2018-10-10.0019.fcs
129.12653,-60.538414,3126.862,-6.0994987,-0.7975409,RMM2018-10-10.0019.fcs
136.35957,1269.687,2441.0586,-15.313138,-31.275404,RMM2018-10-10.0019.fcs
139.8939,1332.1241,8253.322,-16.283867,6.94861,RMM2018-10-10.0019.fcs
158.38753,1989.0887,2517.6567,-1.8484697,701.25287,RMM2018-10-10.0019.fcs
159.62042,-17.78262,2558.9321,-21.716545,24.615686,RMM2018-10-10.0019.fcs
179.34694,-1501.0413,8532.459,4.031706,160.44284,RMM2018-10-10.0019.fcs
180.00449,-1624.7273,8312.998,-36.04382,227.35089,RMM2018-10-10.0019.fcs
182.22372,589.4123,3455.734,-38.054012,544.4073,RMM2018-10-10.0019.fcs
192.58015,698.0019,7038.3203,7.5642767,208.21057,RMM2018-10-10.0019.fcs
