HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
0.18200748,-989.0399,6770.8057,-14.97871,1886.2175,RMM2018-10-10.0047.fcs
2.2750936,1622.1068,3325.9568,17.360653,896.5398,RMM2018-10-10.0047.fcs
5.187213,2728.2031,6856.674,-0.5614548,2202.4824,RMM2018-10-10.0047.fcs
7.3713026,4047.274,3839.8054,41.63365,1767.9828,RMM2018-10-10.0047.fcs
23.569967,1135.0258,4744.612,46.94309,1531.5433,RMM2018-10-10.0047.fcs
36.31049,466.99158,3499.2412,1.5785348,1076.4778,RMM2018-10-10.0047.fcs
50.87109,-1301.4924,3083.8472,53.372036,859.4982,RMM2018-10-10.0047.fcs
55.057262,276.01035,3182.8115,20.883244,1082.7443,RMM2018-10-10.0047.fcs
62.883583,-464.92462,3521.0466,86.540535,914.82227,RMM2018-10-10.0047.fcs
70.16388,2400.1272,5178.281,34.190647,3110.7983,RMM2018-10-10.0047.fcs
71.437935,1517.9906,6968.228,52.823128,8454.413,RMM2018-10-10.0047.fcs
91.91378,2802.3425,6901.964,19.751621,3576.333,RMM2018-10-10.0047.fcs
93.00582,4142.514,7220.782,24.544188,3047.3572,RMM2018-10-10.0047.fcs
98.19304,-2432.3767,1130.2114,63.8185,1061.4362,RMM2018-10-10.0047.fcs
110.933556,429.4154,2994.157,75.91327,1048.6204,RMM2018-10-10.0047.fcs
126.95021,2825.5234,2719.2527,38.87809,1118.0199,RMM2018-10-10.0047.fcs
134.50352,-1770.0482,3568.3093,29.664448,1085.668,RMM2018-10-10.0047.fcs
153.06828,-1057.3102,3467.894,-10.661668,2647.5078,RMM2018-10-10.0047.fcs
163.71573,461.72488,5541.4624,39.380985,1621.4193,RMM2018-10-10.0047.fcs
166.26382,2414.7551,2378.0847,17.638844,1660.6754,RMM2018-10-10.0047.fcs
174.81818,-5037.404,2733.1614,39.63896,-30.711906,RMM2018-10-10.0047.fcs
177.27528,3883.153,4417.752,-2.3106282,-6.9073763,RMM2018-10-10.0047.fcs
184.37357,2272.3237,2603.9707,-15.56522,3308.6548,RMM2018-10-10.0047.fcs
185.64763,754.2239,4803.4966,61.912193,1606.2639,RMM2018-10-10.0047.fcs
192.01788,4018.0361,4649.09,13.618797,1164.0779,RMM2018-10-10.0047.fcs
204.5764,-1170.6743,5581.231,3.9826481,1332.6758,RMM2018-10-10.0047.fcs
211.03767,-3486.7063,4980.0137,37.472878,1307.0725,RMM2018-10-10.0047.fcs
213.58577,3470.7168,3934.4983,47.365013,14.406417,RMM2018-10-10.0047.fcs
220.13803,-1594.4497,3508.8308,1.9655149,764.51294,RMM2018-10-10.0047.fcs
226.5083,167.35805,3798.5146,50.54723,885.94116,RMM2018-10-10.0047.fcs
227.87335,2073.6797,3275.643,51.51938,2247.8628,RMM2018-10-10.0047.fcs
234.69864,-577.5948,6948.603,24.747982,2080.5378,RMM2018-10-10.0047.fcs
235.33566,-1065.0197,6821.947,37.64436,1848.5022,RMM2018-10-10.0047.fcs
247.98518,5315.186,4269.103,18.431696,3333.234,RMM2018-10-10.0047.fcs
255.26549,-1836.3942,3162.6462,-6.1309357,800.4936,RMM2018-10-10.0047.fcs
