HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
19.99816,2462.9897,1155.1667,-28.097174,-40.322395,RMM2018-10-10.0016.fcs
35.708454,3121.3596,1342.2579,18.297686,26.973106,RMM2018-10-10.0016.fcs
94.9023,-1222.3284,2901.457,22.864372,-57.64133,RMM2018-10-10.0016.fcs
96.48578,822.0062,4747.7905,18.207827,23.227287,RMM2018-10-10.0016.fcs
105.39955,-630.34454,1345.9928,17.895061,13.5497265,RMM2018-10-10.0016.fcs
114.51792,1977.4889,4369.745,-12.476961,-23.599012,RMM2018-10-10.0016.fcs
114.678055,984.8683,1876.0115,20.575878,48.02761,RMM2018-10-10.0016.fcs
119.11714,-1122.043,1470.8522,14.324013,40.763535,RMM2018-10-10.0016.fcs
131.76723,-530.51697,2013.3604,51.87031,84.61098,RMM2018-10-10.0016.fcs
152.8418,-787.6592,2193.8306,11.701855,78.55946,RMM2018-10-10.0016.fcs
186.29958,1063.5295,2851.8418,19.08994,-14.492067,RMM2018-10-10.0016.fcs
261.60403,1307.7748,2547.571,2.8850267,73.70344,RMM2018-10-10.0016.fcs
283.87067,-322.4483,1455.2177,-42.92219,-119.814514,RMM2018-10-10.0016.fcs
311.0746,1579.0618,1451.6138,22.589046,-21.774027,RMM2018-10-10.0016.fcs
311.2436,4305.9214,4078.3044,53.424473,49.74311,RMM2018-10-10.0016.fcs
356.2661,1902.5459,4215.6943,-47.328953,-45.775127,RMM2018-10-10.0016.fcs
361.31906,2818.6028,1783.2614,-34.0538,160.81638,RMM2018-10-10.0016.fcs
390.35553,1029.4624,2434.3467,-6.9135356,73.47796,RMM2018-10-10.0016.fcs
468.1331,-931.64325,1806.4486,0.02559638,-6.2070956,RMM2018-10-10.0016.fcs
495.96857,185.55356,1540.3771,12.016645,59.285908,RMM2018-10-10.0016.fcs
500.1141,2645.33,1451.3,2.1576395,75.17283,RMM2018-10-10.0016.fcs
503.3789,379.58646,1726.5929,-75.39921,162.6956,RMM2018-10-10.0016.fcs
592.24084,629.7047,2941.3027,-17.439285,-11.253335,RMM2018-10-10.0016.fcs
600.0515,-1073.9276,1488.2736,24.430872,31.11133,RMM2018-10-10.0016.fcs
605.9495,1391.5323,1933.5679,-14.492194,46.197388,RMM2018-10-10.0016.fcs
607.0705,2739.5645,3251.7666,-16.63208,-10.092583,RMM2018-10-10.0016.fcs
612.58594,76.83036,6726.6436,-9.378777,151.71077,RMM2018-10-10.0016.fcs
676.6192,-1095.4452,2169.1282,10.820724,-119.58931,RMM2018-10-10.0016.fcs
683.9228,-1571.0238,6994.5938,-4.5937166,115.14903,RMM2018-10-10.0016.fcs
701.7859,-1250.3729,7636.602,73.97305,135.3777,RMM2018-10-10.0016.fcs
702.88904,642.83014,3513.6494,44.960148,138.6014,RMM2018-10-10.0016.fcs
703.75195,-544.7986,5305.047,-4.300043,49.987305,RMM2018-10-10.0016.fcs
734.95013,2867.708,2303.5732,19.84073,-90.21914,RMM2018-10-10.0016.fcs
753.67615,-291.08298,2655.532,66.22038,58.303406,RMM2018-10-10.0016.fcs
779.7414,1485.3881,1273.5875,22.91709,103.34097,RMM2018-10-10.0016.fcs
791.0749,32.52877,1873.8643,7.4153724,59.533817,RMM2018-10-10.0016.fcs
797.4355,588.57605,1107.9429,70.41386,17.154612,RMM2018-10-10.0016.fcs
815.9836,-757.36304,10407.703,6.6396136,25.799204,RMM2018-10-10.0016.fcs
816.5085,-277.24756,1580.605,13.468769,-20.681206,RMM2018-10-10.0016.fcs
820.2181,972.3333,1612.481,68.20877,-77.20506,RMM2018-10-10.0016.fcs
862.07367,-1742.1757,1492.3741,50.317062,-116.21103,RMM2018-10-10.0016.fcs
882.46326,5543.2876,38605.13,8.13941,64.48229,RMM2018-10-10.0016.fcs
948.85394,2559.6006,1213.125,41.525047,-72.11358,RMM2018-10-10.0016.fcs
1059.4309,59.866714,5771.0283,51.608177,69.54799,RMM2018-10-10.0016.fcs
1059.5021,-1324.3981,6314.2085,39.269676,-61.372925,RMM2018-10-10.0016.fcs
1099.6497,-514.24286,1119.2992,29.83398,-71.663345,RMM2018-10-10.0016.fcs
1127.1649,-576.2927,2914.749,4.4824324,-90.81397,RMM2018-10-10.0016.fcs
1130.501,-307.99063,3424.899,20.011572,20.915264,RMM2018-10-10.0016.fcs
1139.0232,-408.83286,1011.49115,16.05915,-33.871586,RMM2018-10-10.0016.fcs
1255.009,-2428.3438,2436.0461,29.459587,57.253212,RMM2018-10-10.0016.fcs
1336.7987,571.6588,3312.0244,13.9684105,-77.00876,RMM2018-10-10.0016.fcs
1380.4779,-3281.441,1130.1376,5.2934027,77.47997,RMM2018-10-10.0016.fcs
1403.6697,-2134.9868,5532.015,-4.865264,16.786335,RMM2018-10-10.0016.fcs
1407.8774,-111.5029,1820.785,3.9970639,-38.127907,RMM2018-10-10.0016.fcs
1429.7616,1342.3849,1406.3069,-36.63335,83.48376,RMM2018-10-10.0016.fcs
1436.1044,2463.782,2418.1714,12.62656,-79.95025,RMM2018-10-10.0016.fcs
1450.2135,1949.4902,3966.1262,20.917969,108.99048,RMM2018-10-10.0016.fcs
1460.9242,193.30995,4333.0195,7.8075867,126.55876,RMM2018-10-10.0016.fcs
1516.5242,2747.4182,1306.3228,-49.41934,1.4413089,RMM2018-10-10.0016.fcs
1522.1642,1857.7915,2839.884,11.114739,-19.898203,RMM2018-10-10.0016.fcs
1573.2805,-2878.5989,1967.2675,-11.306606,-6.586835,RMM2018-10-10.0016.fcs
1589.996,302.6373,3176.371,11.945062,35.086376,RMM2018-10-10.0016.fcs
1650.5242,2797.7192,2165.0378,13.5602665,-20.465452,RMM2018-10-10.0016.fcs
1672.8086,845.61053,2284.9663,-0.013593435,16.74602,RMM2018-10-10.0016.fcs
1696.0004,1509.124,1844.4724,-0.7245696,43.560658,RMM2018-10-10.0016.fcs
1721.8611,2097.3132,2477.2844,35.19136,-17.339682,RMM2018-10-10.0016.fcs
1736.05,323.20532,6686.5186,-24.629375,97.24807,RMM2018-10-10.0016.fcs
1740.0444,1279.7249,2949.9565,0.7459943,2.5277863,RMM2018-10-10.0016.fcs
1768.6005,794.37085,1581.8746,-35.755905,67.2741,RMM2018-10-10.0016.fcs
1783.6881,2992.9783,1779.6976,-20.748491,-137.61305,RMM2018-10-10.0016.fcs
1858.8147,69.88995,4184.2666,-33.07894,-55.07631,RMM2018-10-10.0016.fcs
1869.1162,2146.66,6793.179,-7.8531322,126.24712,RMM2018-10-10.0016.fcs
1902.1202,-119.81479,1454.1715,16.554798,106.62231,RMM2018-10-10.0016.fcs
1910.3044,1659.8069,2646.2676,-28.6258,34.291237,RMM2018-10-10.0016.fcs
1917.6437,-43.89844,1917.9398,-30.155403,130.14862,RMM2018-10-10.0016.fcs
1941.5205,3441.222,1609.71,26.18238,-1.7485048,RMM2018-10-10.0016.fcs
1952.7384,1785.1007,1711.2854,-18.651997,-8.434009,RMM2018-10-10.0016.fcs
2046.2262,1908.9103,2608.4678,-15.488853,99.82383,RMM2018-10-10.0016.fcs
2064.463,-45.88306,2411.705,-13.575214,107.72708,RMM2018-10-10.0016.fcs
2065.753,1277.205,2650.902,43.23666,72.27127,RMM2018-10-10.0016.fcs
2079.8442,-1603.2015,2597.6172,26.239874,26.153198,RMM2018-10-10.0016.fcs
2090.1367,-525.65717,2150.4722,-1.3562808,14.776767,RMM2018-10-10.0016.fcs
2107.057,-2582.95,1543.2343,-0.41218567,-9.47122,RMM2018-10-10.0016.fcs
2184.5498,-2588.2559,1612.1473,-4.8210406,-15.661254,RMM2018-10-10.0016.fcs
2219.0928,-95.88592,1494.7474,-22.568884,12.285277,RMM2018-10-10.0016.fcs
2221.9128,532.51404,14758.224,-21.803617,139.87312,RMM2018-10-10.0016.fcs
2237.5698,1365.6832,1605.9752,15.215061,-42.927288,RMM2018-10-10.0016.fcs
2260.8774,-1128.4291,2758.3215,-20.38398,59.777607,RMM2018-10-10.0016.fcs
2275.529,-1390.188,1836.8899,-4.639183,39.34636,RMM2018-10-10.0016.fcs
2354.196,1150.5795,4564.9624,-4.276848,182.54308,RMM2018-10-10.0016.fcs
2373.8027,423.26837,1579.9352,-23.03406,-61.844307,RMM2018-10-10.0016.fcs
2382.4407,783.20374,1323.2612,2.1708417,21.029274,RMM2018-10-10.0016.fcs
2395.2156,-1643.4451,2816.4055,-22.868317,147.00961,RMM2018-10-10.0016.fcs
2402.7593,-1144.2644,930.66974,18.478403,25.573029,RMM2018-10-10.0016.fcs
2406.2732,-404.23953,1644.221,23.1673,72.21628,RMM2018-10-10.0016.fcs
2427.2588,2420.8406,1453.5232,25.868996,82.10814,RMM2018-10-10.0016.fcs
2457.0603,1279.8988,3107.4385,-23.740803,55.052525,RMM2018-10-10.0016.fcs
2461.695,3.864468,2457.233,17.928963,-53.037205,RMM2018-10-10.0016.fcs
2602.8918,1543.2062,1955.832,13.561394,78.36575,RMM2018-10-10.0016.fcs
2682.5112,679.48334,1480.8296,13.831931,51.585327,RMM2018-10-10.0016.fcs
2690.553,2502.6672,1138.1354,-20.459442,27.38026,RMM2018-10-10.0016.fcs
2711.5298,1062.8558,1091.708,-9.77007,-65.01661,RMM2018-10-10.0016.fcs
2712.188,1094.3367,2090.6929,25.28294,-26.237831,RMM2018-10-10.0016.fcs
2719.8118,2271.3933,12584.123,-27.513992,-117.941605,RMM2018-10-10.0016.fcs
2721.1372,-228.3666,2013.8115,-39.958973,-29.822252,RMM2018-10-10.0016.fcs
2810.3374,1216.0397,1527.7435,-8.945402,50.785244,RMM2018-10-10.0016.fcs
2830.6736,247.78535,2506.746,9.328654,131.44333,RMM2018-10-10.0016.fcs
2947.4065,4811.1025,1558.9476,17.914545,-59.756924,RMM2018-10-10.0016.fcs
2980.028,908.8649,2295.2048,43.731533,-29.998281,RMM2018-10-10.0016.fcs
3036.1262,-2837.8123,1360.7524,-23.086714,29.674202,RMM2018-10-10.0016.fcs
3064.0596,-1741.6573,2941.543,22.381037,-75.4165,RMM2018-10-10.0016.fcs
3108.05,909.57,2628.7168,-5.3607683,11.807375,RMM2018-10-10.0016.fcs
3130.4502,5341.444,2474.602,65.00098,37.370956,RMM2018-10-10.0016.fcs
3144.4614,1290.4333,3147.2097,31.669247,-25.049938,RMM2018-10-10.0016.fcs
3223.422,-2103.4653,2187.3123,1.4609914,-73.07389,RMM2018-10-10.0016.fcs
3231.7131,-662.419,1119.9601,27.530441,34.27862,RMM2018-10-10.0016.fcs
3248.6868,3389.8025,6314.377,4.547263,-31.967773,RMM2018-10-10.0016.fcs
3298.3884,2083.4822,3026.4788,2.2564821,-51.041862,RMM2018-10-10.0016.fcs
3303.5837,463.25143,1403.0132,-43.034477,21.806545,RMM2018-10-10.0016.fcs
3308.5833,2696.3586,2107.1145,12.972536,-144.3511,RMM2018-10-10.0016.fcs
3322.4612,-905.3502,3522.5928,-7.3962455,33.343468,RMM2018-10-10.0016.fcs
3342.0947,-422.108,4087.8694,-32.26116,49.396572,RMM2018-10-10.0016.fcs
3349.4514,1788.7808,2952.8857,1.1661994,-7.726556,RMM2018-10-10.0016.fcs
3379.0217,1430.6904,1747.5468,7.732915,-17.580612,RMM2018-10-10.0016.fcs
3396.031,642.6534,3625.6326,-37.89913,4.0081024,RMM2018-10-10.0016.fcs
3405.425,2100.519,1287.5385,3.7167547,-33.447197,RMM2018-10-10.0016.fcs
3429.097,-607.1118,1109.5131,-35.807858,77.08794,RMM2018-10-10.0016.fcs
3467.857,-376.50964,1250.0527,-21.535172,-20.212927,RMM2018-10-10.0016.fcs
3468.8086,3646.7375,1775.3961,13.370975,-29.787882,RMM2018-10-10.0016.fcs
3549.86,-2215.6807,2195.4424,-29.018576,48.29436,RMM2018-10-10.0016.fcs
3566.6912,1269.5858,1877.0765,-3.44195,32.14998,RMM2018-10-10.0016.fcs
3583.6736,-714.74207,4839.1143,1.2244759,-70.024254,RMM2018-10-10.0016.fcs
3614.2756,2047.1576,2901.119,-15.633438,18.638508,RMM2018-10-10.0016.fcs
3621.6594,2651.6348,1474.7898,-25.014872,10.242601,RMM2018-10-10.0016.fcs
3641.7375,1216.9696,1245.0857,-5.083317,13.871313,RMM2018-10-10.0016.fcs
3654.0317,-181.7843,1552.1672,-3.4527898,44.78287,RMM2018-10-10.0016.fcs
3674.4038,509.495,1244.8915,61.599495,85.17473,RMM2018-10-10.0016.fcs
3692.0088,-592.98444,2350.0774,-30.534306,46.238724,RMM2018-10-10.0016.fcs
3704.321,3437.724,1611.2017,37.187534,35.230907,RMM2018-10-10.0016.fcs
3732.8416,-886.5242,1335.0061,-5.6516485,-79.72853,RMM2018-10-10.0016.fcs
3765.5073,-133.02385,4907.0527,11.04317,23.09417,RMM2018-10-10.0016.fcs
3790.007,1179.0339,1962.4008,19.652794,-44.601654,RMM2018-10-10.0016.fcs
3804.374,-371.44138,1909.4153,38.818657,84.910126,RMM2018-10-10.0016.fcs
3806.8113,-1983.3157,1332.513,17.752226,19.343597,RMM2018-10-10.0016.fcs
3882.1692,-995.89026,4172.4756,-0.9435606,-73.73565,RMM2018-10-10.0016.fcs
3904.0178,-1778.3076,1360.6073,-9.03225,-53.634872,RMM2018-10-10.0016.fcs
3921.7651,228.10146,2294.7422,3.409996,19.226093,RMM2018-10-10.0016.fcs
3932.885,2387.3865,1298.6272,7.8492804,-39.966545,RMM2018-10-10.0016.fcs
3934.211,-1688.5013,1500.1858,-5.9184895,-17.367012,RMM2018-10-10.0016.fcs
3952.2783,211.54776,2244.3315,7.5960493,79.85982,RMM2018-10-10.0016.fcs
3997.4343,-505.9958,7534.4233,-55.640316,32.89915,RMM2018-10-10.0016.fcs
4021.3735,-1356.3167,1281.6013,8.997881,0.5873898,RMM2018-10-10.0016.fcs
4030.5098,1095.9879,1232.8252,33.77032,76.18639,RMM2018-10-10.0016.fcs
4070.1057,-851.17065,1444.4459,57.42941,5.3155293,RMM2018-10-10.0016.fcs
4086.4744,938.2105,1650.8478,30.452452,-12.671072,RMM2018-10-10.0016.fcs
4095.228,3480.959,4699.1694,7.044745,-44.945847,RMM2018-10-10.0016.fcs
4133.8896,-1055.1077,3231.6829,52.24967,14.007831,RMM2018-10-10.0016.fcs
4137.5728,-858.93585,1389.7396,-31.560852,69.46121,RMM2018-10-10.0016.fcs
4243.141,-2677.3394,2191.8416,42.42796,28.657084,RMM2018-10-10.0016.fcs
4277.9604,404.87283,2411.2478,-21.460396,23.280626,RMM2018-10-10.0016.fcs
4291.8203,-426.9811,1301.7583,-2.9535594,-41.616512,RMM2018-10-10.0016.fcs
4351.6724,2829.446,2975.2393,9.631548,-28.996178,RMM2018-10-10.0016.fcs
4358.62,-78.40013,1221.2504,41.283787,84.75224,RMM2018-10-10.0016.fcs
4372.498,-869.5531,5610.7495,-13.49641,110.75842,RMM2018-10-10.0016.fcs
4425.7666,3354.4998,1538.68,-27.687716,44.930027,RMM2018-10-10.0016.fcs
4425.9897,2142.6638,2382.9766,-27.33601,106.28682,RMM2018-10-10.0016.fcs
4504.283,1303.7003,1738.9075,-34.066353,64.91136,RMM2018-10-10.0016.fcs
4530.7036,-343.04517,3111.6765,-23.463196,-101.429794,RMM2018-10-10.0016.fcs
4553.086,-1518.8555,8245.253,-7.8331013,-122.708664,RMM2018-10-10.0016.fcs
4572.862,1693.8491,2676.7437,-45.94181,-53.69877,RMM2018-10-10.0016.fcs
4638.5854,243.7016,1883.1991,78.026405,-166.12764,RMM2018-10-10.0016.fcs
4644.7593,-1189.6849,3093.2136,-20.286552,61.371784,RMM2018-10-10.0016.fcs
4786.57,672.5738,1124.8904,5.9935274,-83.07857,RMM2018-10-10.0016.fcs
4795.315,-447.142,1117.5662,53.07579,18.136543,RMM2018-10-10.0016.fcs
4832.8467,-1877.2157,2625.6348,27.53701,0.027653456,RMM2018-10-10.0016.fcs
4881.997,2000.6759,1354.5825,13.432663,19.208916,RMM2018-10-10.0016.fcs
4937.303,537.5043,1731.9423,80.68054,9.642035,RMM2018-10-10.0016.fcs
4943.4507,679.4775,3573.8672,-15.65992,-33.99195,RMM2018-10-10.0016.fcs
5003.641,-2261.3582,1242.8914,51.228817,90.36919,RMM2018-10-10.0016.fcs
5022.767,3510.2766,2586.185,46.382233,134.27432,RMM2018-10-10.0016.fcs
5051.279,1503.1608,6482.975,36.22168,33.99587,RMM2018-10-10.0016.fcs
5133.326,711.5457,3223.2522,54.046566,-113.284386,RMM2018-10-10.0016.fcs
5179.4077,-606.0879,3168.7532,32.81586,31.096674,RMM2018-10-10.0016.fcs
5217.3223,-489.1836,2881.5903,20.514002,55.414864,RMM2018-10-10.0016.fcs
5233.94,4149.4233,4128.6094,17.608665,96.61631,RMM2018-10-10.0016.fcs
5393.9253,2765.5493,985.4928,8.48779,125.04712,RMM2018-10-10.0016.fcs
5409.253,1704.108,1516.6125,44.92151,55.291943,RMM2018-10-10.0016.fcs
5412.2954,-658.8225,3890.868,78.29942,6.214734,RMM2018-10-10.0016.fcs
5440.869,-1508.8075,2521.1765,60.46235,-11.104866,RMM2018-10-10.0016.fcs
5523.157,-2281.0671,2860.1875,43.872513,53.400898,RMM2018-10-10.0016.fcs
5525.4434,750.4663,3944.9468,2.0860133,-47.18473,RMM2018-10-10.0016.fcs
5530.594,-2485.4265,1213.6306,21.171118,174.47252,RMM2018-10-10.0016.fcs
5592.2344,2450.5752,1738.146,-3.326185,20.727856,RMM2018-10-10.0016.fcs
5593.4,-715.11957,1573.5667,-27.613213,36.280617,RMM2018-10-10.0016.fcs
5621.28,-48.291702,1201.4591,-14.305546,-15.262583,RMM2018-10-10.0016.fcs
5627.4355,693.8716,2898.1614,20.610826,-34.794167,RMM2018-10-10.0016.fcs
5639.1694,1195.969,1415.8138,-28.744099,42.34368,RMM2018-10-10.0016.fcs
5641.678,793.4753,7851.491,-7.8196883,19.948385,RMM2018-10-10.0016.fcs
5647.9233,720.30225,2344.7593,10.798067,34.61381,RMM2018-10-10.0016.fcs
5740.0054,1289.1777,1743.0594,8.02362,127.33639,RMM2018-10-10.0016.fcs
5810.2837,-621.0044,2017.9681,10.786276,50.851566,RMM2018-10-10.0016.fcs
5858.5444,843.4872,2259.198,-3.2118149,29.26636,RMM2018-10-10.0016.fcs
5888.5415,3366.114,3358.744,18.31647,-56.494606,RMM2018-10-10.0016.fcs
5889.2446,1322.7355,1133.9625,-15.62724,25.205835,RMM2018-10-10.0016.fcs
5893.95,-2136.8174,1547.821,14.663075,84.1449,RMM2018-10-10.0016.fcs
5905.133,-605.71277,3340.715,22.24948,-21.075092,RMM2018-10-10.0016.fcs
5988.6836,1178.4653,3795.8552,22.558994,0.90448344,RMM2018-10-10.0016.fcs
5996.0225,-594.20825,1947.7432,37.849213,-72.6637,RMM2018-10-10.0016.fcs
6074.8325,1512.9669,1205.7698,-21.254162,-115.40553,RMM2018-10-10.0016.fcs
6098.113,185.82599,2011.4573,26.791754,-27.087683,RMM2018-10-10.0016.fcs
6125.0767,-212.32185,6549.13,-8.393031,73.82392,RMM2018-10-10.0016.fcs
6134.7734,945.6178,2490.251,23.697645,52.858185,RMM2018-10-10.0016.fcs
6204.055,2686.0417,1427.444,15.240567,-128.5721,RMM2018-10-10.0016.fcs
6221.856,-1767.3876,2480.845,-7.110931,110.43628,RMM2018-10-10.0016.fcs
6234.2124,-1426.1586,1091.3925,39.293003,-81.32319,RMM2018-10-10.0016.fcs
6246.8447,518.0867,3975.8223,33.50683,6.0957127,RMM2018-10-10.0016.fcs
6308.174,-95.21523,2653.708,15.311001,-71.8643,RMM2018-10-10.0016.fcs
6348.1343,-1837.048,1104.115,24.349758,-39.767246,RMM2018-10-10.0016.fcs
6387.6416,162.78903,1345.0469,17.87645,80.365524,RMM2018-10-10.0016.fcs
6431.2407,59.145164,2594.518,-23.612175,99.50525,RMM2018-10-10.0016.fcs
6439.1045,-465.43387,1443.8295,42.396255,-86.04255,RMM2018-10-10.0016.fcs
6521.277,-3160.4038,3876.7852,3.7476954,21.313856,RMM2018-10-10.0016.fcs
6523.1094,2064.4658,3154.0815,45.036064,126.60559,RMM2018-10-10.0016.fcs
6539.1226,-183.51224,1484.0925,1.4659458,-25.904163,RMM2018-10-10.0016.fcs
6627.637,-78.818214,1933.8389,40.52253,26.600521,RMM2018-10-10.0016.fcs
6628.7495,1347.5605,2752.657,1.5000223,103.5621,RMM2018-10-10.0016.fcs
6652.822,2951.0596,2032.5164,29.921516,59.145996,RMM2018-10-10.0016.fcs
6690.407,-1977.7067,2494.0867,8.283512,49.608734,RMM2018-10-10.0016.fcs
6725.484,-1036.723,4234.488,13.644367,88.34606,RMM2018-10-10.0016.fcs
6733.997,-1072.3073,1958.7341,28.034521,-15.031549,RMM2018-10-10.0016.fcs
6759.7695,531.28125,3014.038,45.59782,54.60719,RMM2018-10-10.0016.fcs
6761.424,1115.8251,2904.871,72.399796,-40.978355,RMM2018-10-10.0016.fcs
6891.3765,1196.3145,1132.9314,44.03988,-7.7311544,RMM2018-10-10.0016.fcs
6910.022,999.0999,1502.7721,22.502941,74.11327,RMM2018-10-10.0016.fcs
6914.924,-1248.4979,1831.9701,43.194595,-84.15187,RMM2018-10-10.0016.fcs
6969.812,1105.478,4223.441,60.629536,153.71677,RMM2018-10-10.0016.fcs
6992.9062,2229.058,2120.4814,-26.199272,60.896893,RMM2018-10-10.0016.fcs
7033.036,-1299.6539,3832.678,79.17857,-9.375071,RMM2018-10-10.0016.fcs
7069.936,-380.08472,928.9865,42.49308,-85.077675,RMM2018-10-10.0016.fcs
7158.7183,-469.98358,2710.8096,17.800259,71.58743,RMM2018-10-10.0016.fcs
7176.6436,-2762.905,2572.6714,49.388493,36.775135,RMM2018-10-10.0016.fcs
7193.0923,556.24756,2023.6411,30.402702,-42.31717,RMM2018-10-10.0016.fcs
7208.1265,-977.12476,1688.0347,37.498314,138.97794,RMM2018-10-10.0016.fcs
7212.5303,-4440.972,2115.2769,24.30121,-50.417744,RMM2018-10-10.0016.fcs
7241.308,-147.86287,4627.4917,-31.6672,5.312587,RMM2018-10-10.0016.fcs
7266.1196,2276.8257,8810.62,8.826824,97.85414,RMM2018-10-10.0016.fcs
7271.6616,96.79032,10286.719,37.709312,19.91559,RMM2018-10-10.0016.fcs
7322.52,1352.3577,2566.6638,40.097843,76.15378,RMM2018-10-10.0016.fcs
7327.3774,2214.4656,1759.7167,79.41129,11.920913,RMM2018-10-10.0016.fcs
7347.162,1006.1687,3909.632,-1.4138541,99.94982,RMM2018-10-10.0016.fcs
7401.2227,3364.834,1722.1315,15.621548,-4.049224,RMM2018-10-10.0016.fcs
7402.7705,4435.7793,4667.528,-5.9649296,17.976171,RMM2018-10-10.0016.fcs
7437.491,557.53235,2517.7925,52.31071,81.92971,RMM2018-10-10.0016.fcs
7439.7954,3255.7432,4397.9253,41.42721,95.72523,RMM2018-10-10.0016.fcs
7458.94,2856.5095,1920.6527,1.9376969,22.856928,RMM2018-10-10.0016.fcs
7470.5317,3571.1123,2977.36,34.466393,66.55864,RMM2018-10-10.0016.fcs
7506.4707,8027.595,3171.2366,28.790241,153.30402,RMM2018-10-10.0016.fcs
7574.9253,4220.8467,1868.7463,28.290953,59.01653,RMM2018-10-10.0016.fcs
7607.9385,2782.626,1263.737,-26.123718,-91.73608,RMM2018-10-10.0016.fcs
7638.6562,3195.7192,1431.7697,26.81437,88.8555,RMM2018-10-10.0016.fcs
7649.4116,914.61786,4714.5107,33.043808,-3.0214977,RMM2018-10-10.0016.fcs
7654.0464,1907.3177,3599.319,-9.418549,25.382444,RMM2018-10-10.0016.fcs
7657.0796,-512.9733,2580.5493,-35.670563,73.504715,RMM2018-10-10.0016.fcs
7659.82,186.15341,1519.2922,-25.210815,63.837265,RMM2018-10-10.0016.fcs
7669.401,-3450.16,2205.196,50.58774,113.875824,RMM2018-10-10.0016.fcs
7677.132,-1567.0223,4222.662,-11.978392,34.77036,RMM2018-10-10.0016.fcs
