HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
3.5783002,848.4819,3959.7068,-7.482446,10.27739,RMM2018-10-10.0074.fcs
6.166858,646.65533,8914.422,28.60505,47.587833,RMM2018-10-10.0074.fcs
17.586966,1190.5319,4154.27,-8.057719,24.81758,RMM2018-10-10.0074.fcs
38.980633,1490.1108,5267.8438,-8.966132,42650.734,RMM2018-10-10.0074.fcs
42.4828,-985.48004,3314.6992,-18.649227,16046.186,RMM2018-10-10.0074.fcs
49.410995,820.25305,3465.508,-26.532457,62.60803,RMM2018-10-10.0074.fcs
57.328938,2123.3635,4431.301,25.261044,1.1759562,RMM2018-10-10.0074.fcs
65.85596,6444.499,15349.249,0.26851654,1456.6205,RMM2018-10-10.0074.fcs
66.76956,3284.1445,3961.4521,19.074156,10.585362,RMM2018-10-10.0074.fcs
75.52498,1861.3333,1658.7847,2.3315244,72.00024,RMM2018-10-10.0074.fcs
78.11353,64.65236,6672.1255,13.46774,-17.303167,RMM2018-10-10.0074.fcs
79.17941,1585.1366,6667.7056,-25.225965,5.3000274,RMM2018-10-10.0074.fcs
82.68158,2992.7747,7455.0405,-54.166588,-60.78143,RMM2018-10-10.0074.fcs
86.03148,-1123.3416,4188.6875,20.714981,779.3892,RMM2018-10-10.0074.fcs
89.68591,1498.5701,10462.311,8.446886,-3.6677747,RMM2018-10-10.0074.fcs
94.17782,1767.613,1544.2133,-19.217962,50.739277,RMM2018-10-10.0074.fcs
95.167564,1609.8301,3384.651,-4.0687413,-35.960567,RMM2018-10-10.0074.fcs
98.89813,-166.19176,4427.416,-33.15046,0.38937843,RMM2018-10-10.0074.fcs
105.7502,-1152.7831,5738.2393,3.7737286,8.785433,RMM2018-10-10.0074.fcs
114.429474,1701.6731,4477.0386,-38.58314,83.648766,RMM2018-10-10.0074.fcs
114.88628,2926.44,4457.3022,-1.5904927,56.432167,RMM2018-10-10.0074.fcs
118.99752,1923.8169,1985.214,3.3115702,33.385044,RMM2018-10-10.0074.fcs
120.0634,-301.70615,7015.5225,-24.93555,35.59832,RMM2018-10-10.0074.fcs
135.59474,4730.055,6239.0312,60.038128,-56.969776,RMM2018-10-10.0074.fcs
145.64444,681.2613,6258.9126,-3.2477977,-6.2764635,RMM2018-10-10.0074.fcs
158.58723,1167.2231,3165.5596,-42.869003,-21.336979,RMM2018-10-10.0074.fcs
164.37341,-534.1152,6226.268,3.739686,3.6595469,RMM2018-10-10.0074.fcs
183.7876,2176.674,4157.512,2.3874264,-85.85612,RMM2018-10-10.0074.fcs
186.52841,3985.5823,7875.405,-50.508335,-59.139114,RMM2018-10-10.0074.fcs
192.77142,485.01227,9705.571,46.799095,-55.777046,RMM2018-10-10.0074.fcs
194.67476,3542.0105,7258.0337,44.023113,26.157433,RMM2018-10-10.0074.fcs
195.13158,2684.2173,7242.831,9.755453,-11.856875,RMM2018-10-10.0074.fcs
198.63374,-455.01117,4567.445,18.903698,-48.989685,RMM2018-10-10.0074.fcs
215.45937,143.70035,1725.9951,59.66115,-42.896164,RMM2018-10-10.0074.fcs
216.98204,272.86722,5518.347,-15.5012665,-15.662228,RMM2018-10-10.0074.fcs
219.64673,4297.9033,3944.7073,-12.262321,755.7494,RMM2018-10-10.0074.fcs
220.63649,3930.036,5371.4434,37.6177,-25.011875,RMM2018-10-10.0074.fcs
