HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
4.742256,755.71564,2995.4998,17.817446,1123.4727,RMM2018-10-10.0035.fcs
21.6656,1736.4248,2878.9922,25.793951,-14.25635,RMM2018-10-10.0035.fcs
24.641134,-1795.7926,1250.4048,43.4791,-23.90814,RMM2018-10-10.0035.fcs
29.662346,-1947.8635,3763.9058,29.452223,1492.4951,RMM2018-10-10.0035.fcs
39.33283,1734.7269,3585.5017,10.398798,79.142044,RMM2018-10-10.0035.fcs
42.773285,3398.031,4590.885,38.122826,4530.382,RMM2018-10-10.0035.fcs
61.370373,2324.8254,3826.9143,50.560936,428.46304,RMM2018-10-10.0035.fcs
79.31656,-280.5873,2196.1157,63.049732,1093.9886,RMM2018-10-10.0035.fcs
82.199104,3215.7412,9929.416,70.61098,1218.421,RMM2018-10-10.0035.fcs
82.85,2282.061,14307.794,48.246143,1750.2264,RMM2018-10-10.0035.fcs
83.40791,2601.201,9943.308,27.523235,1364.8206,RMM2018-10-10.0035.fcs
87.127335,1481.1259,7382.6616,-20.5408,15.607391,RMM2018-10-10.0035.fcs
88.15017,-1835.7567,5718.7183,-21.370432,-31.733404,RMM2018-10-10.0035.fcs
94.28721,575.4994,5042.3247,59.133335,3360.9153,RMM2018-10-10.0035.fcs
97.26273,1735.6395,2794.569,73.102165,-102.056244,RMM2018-10-10.0035.fcs
103.67873,1894.1125,6239.686,7.955997,1545.307,RMM2018-10-10.0035.fcs
110.83861,1185.3541,4665.575,19.357084,397.88574,RMM2018-10-10.0035.fcs
116.88266,1304.0131,6204.968,10.890093,-21.162382,RMM2018-10-10.0035.fcs
122.92671,-460.31564,3362.8606,34.69582,313.32117,RMM2018-10-10.0035.fcs
128.6918,-2613.3643,4618.531,29.820272,-108.44301,RMM2018-10-10.0035.fcs
144.87128,2951.7397,2702.2393,74.30918,533.382,RMM2018-10-10.0035.fcs
147.56786,2443.8704,6185.933,19.241133,150.51418,RMM2018-10-10.0035.fcs
153.51892,3068.8018,1630.3934,26.601267,808.6506,RMM2018-10-10.0035.fcs
160.30684,2534.5867,7677.377,55.352962,650.4902,RMM2018-10-10.0035.fcs
161.14372,3440.8237,8171.397,18.303963,258.9039,RMM2018-10-10.0035.fcs
178.16005,4556.4717,5098.6587,3.0456152,457.4869,RMM2018-10-10.0035.fcs
180.9496,1696.9606,1392.1144,15.921116,576.18677,RMM2018-10-10.0035.fcs
187.64455,2831.6604,5906.953,31.435452,750.9144,RMM2018-10-10.0035.fcs
205.86969,2476.022,7488.41,-13.964047,-15.09856,RMM2018-10-10.0035.fcs
207.7294,1319.9087,2877.4111,47.73613,1584.9679,RMM2018-10-10.0035.fcs
208.93822,716.8557,5300.5713,26.219486,5763.611,RMM2018-10-10.0035.fcs
233.9513,730.50336,4959.2817,12.566552,378.8859,RMM2018-10-10.0035.fcs
238.50757,-720.1915,2864.856,21.714796,1812.895,RMM2018-10-10.0035.fcs
243.80775,5382.6523,3642.2278,11.872464,679.55634,RMM2018-10-10.0035.fcs
255.52391,-2526.0505,4805.265,-18.312366,3073.7358,RMM2018-10-10.0035.fcs
263.70663,-1872.4595,5467.386,-13.199355,792.29364,RMM2018-10-10.0035.fcs
264.72946,145.35944,3882.4978,23.562202,980.4246,RMM2018-10-10.0035.fcs
271.33142,1945.9773,4595.2876,27.254341,-7.933986,RMM2018-10-10.0035.fcs
281.46683,4217.7,3453.7341,34.083496,245.43619,RMM2018-10-10.0035.fcs
283.6055,-1373.0604,1143.0273,71.9569,951.6572,RMM2018-10-10.0035.fcs
288.44073,2179.3079,5361.384,46.56893,556.57874,RMM2018-10-10.0035.fcs
291.97418,1794.2185,3353.0068,10.013475,682.92413,RMM2018-10-10.0035.fcs
299.13406,4767.2505,12277.611,7.791857,-118.96523,RMM2018-10-10.0035.fcs
313.54678,4048.8164,7335.8735,60.978508,-84.125435,RMM2018-10-10.0035.fcs
315.6855,-2459.145,4477.624,20.529015,22.96005,RMM2018-10-10.0035.fcs
333.07373,-1853.2631,4803.7134,47.637608,31.410294,RMM2018-10-10.0035.fcs
342.37228,1405.5322,5952.6104,61.64145,27.25219,RMM2018-10-10.0035.fcs
345.16183,-788.6886,3998.3633,-12.784585,64.01878,RMM2018-10-10.0035.fcs
350.462,1258.1489,6980.3916,3.8777208,-78.849174,RMM2018-10-10.0035.fcs
356.69202,1622.4502,6160.7524,56.633545,21.645954,RMM2018-10-10.0035.fcs
357.34293,1771.9982,6147.4863,24.275774,-62.016228,RMM2018-10-10.0035.fcs
360.6904,-898.56573,1403.7512,11.852633,62.487446,RMM2018-10-10.0035.fcs
365.61862,4219.034,3446.1797,-11.424496,-51.617077,RMM2018-10-10.0035.fcs
373.70837,-266.11334,9824.922,16.178493,305.7632,RMM2018-10-10.0035.fcs
374.35925,2149.1704,9710.294,-9.4593935,343.0419,RMM2018-10-10.0035.fcs
376.6839,2097.402,3923.0464,19.185793,-0.30244017,RMM2018-10-10.0035.fcs
377.8927,2836.8606,5249.8613,14.358736,21.846405,RMM2018-10-10.0035.fcs
395.188,1329.931,3204.8318,48.100006,-31.799826,RMM2018-10-10.0035.fcs
399.37234,2759.5996,5180.0176,5.8656135,41.73373,RMM2018-10-10.0035.fcs
400.76712,1322.7456,2020.9171,73.89595,14.772019,RMM2018-10-10.0035.fcs
402.9058,-325.18372,5364.949,34.608013,-54.375523,RMM2018-10-10.0035.fcs
408.48492,1905.9009,2162.5012,67.23001,1782.6531,RMM2018-10-10.0035.fcs
410.62357,-1130.3232,2438.6514,65.097084,822.8643,RMM2018-10-10.0035.fcs
413.59912,1152.9574,3263.2288,32.782562,-91.949814,RMM2018-10-10.0035.fcs
416.2957,-119.4394,5139.0806,48.938183,2273.6992,RMM2018-10-10.0035.fcs
420.94495,2048.5874,2400.4478,75.48378,24.826805,RMM2018-10-10.0035.fcs
422.4327,489.9972,3995.3594,45.648106,2110.9321,RMM2018-10-10.0035.fcs
428.47678,2272.98,7942.4688,-0.19103873,417.63342,RMM2018-10-10.0035.fcs
431.63828,1172.9323,2205.9387,2.662449,1020.2367,RMM2018-10-10.0035.fcs
436.28757,-187.31198,4418.383,4.551401,-35.47645,RMM2018-10-10.0035.fcs
442.1456,-2057.175,939.3213,16.58381,1248.3367,RMM2018-10-10.0035.fcs
445.40012,4961.5073,3025.3694,32.43929,37.228985,RMM2018-10-10.0035.fcs
453.48984,3264.7485,9039.454,0.6252364,19.478231,RMM2018-10-10.0035.fcs
464.83405,-3731.8813,2021.2665,47.27388,-97.83043,RMM2018-10-10.0035.fcs
485.94174,456.4772,3095.7903,51.366474,57.997074,RMM2018-10-10.0035.fcs
498.21582,136.30626,1430.7367,53.35634,53.536446,RMM2018-10-10.0035.fcs
502.02823,-2106.3975,5281.3813,21.640425,-35.607967,RMM2018-10-10.0035.fcs
533.64325,1559.397,2029.3815,41.670162,3447.843,RMM2018-10-10.0035.fcs
542.19794,320.49686,3922.2024,21.095009,89.923454,RMM2018-10-10.0035.fcs
548.149,1231.2903,12073.707,64.78842,-12.998734,RMM2018-10-10.0035.fcs
549.0788,2721.206,12192.836,68.406364,1226.4926,RMM2018-10-10.0035.fcs
550.28766,3343.3523,3439.8296,31.439877,3565.195,RMM2018-10-10.0035.fcs
566.6531,157.87164,3807.106,45.502434,623.0261,RMM2018-10-10.0035.fcs
571.7673,304.36526,4831.793,26.10105,-48.457413,RMM2018-10-10.0035.fcs
586.9239,-282.3555,5385.3086,36.4642,-69.236595,RMM2018-10-10.0035.fcs
591.29425,222.35612,2533.6907,25.98507,-14.737328,RMM2018-10-10.0035.fcs
600.87177,365.86893,6309.8813,42.38902,1257.6746,RMM2018-10-10.0035.fcs
