HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file,Gates
39.33283,1734.7269,3585.5017,10.398798,79.142044,RMM2018-10-10.0035.fcs,1
61.370373,2324.8254,3826.9143,50.560936,428.46304000000003,RMM2018-10-10.0035.fcs,1
87.127335,1481.1259,7382.6616,-20.5408,15.607391,RMM2018-10-10.0035.fcs,1
94.28721,575.4994,5042.3247,59.133334999999995,3360.9153,RMM2018-10-10.0035.fcs,1
103.67873,1894.1125,6239.686,7.955997,1545.307,RMM2018-10-10.0035.fcs,1
110.83861,1185.3541,4665.575,19.357084,397.88574,RMM2018-10-10.0035.fcs,1
116.88266000000002,1304.0131,6204.968000000001,10.890092999999998,-21.162382,RMM2018-10-10.0035.fcs,1
147.56786,2443.8704,6185.933000000001,19.241132999999998,150.51418,RMM2018-10-10.0035.fcs,1
187.64455,2831.6604,5906.953,31.435452,750.9144,RMM2018-10-10.0035.fcs,1
205.86969,2476.022,7488.41,-13.964047,-15.09856,RMM2018-10-10.0035.fcs,1
208.93822,716.8557,5300.5713,26.219486,5763.611,RMM2018-10-10.0035.fcs,1
233.9513,730.5033599999999,4959.2817,12.566552,378.8859,RMM2018-10-10.0035.fcs,1
271.33142000000004,1945.9773,4595.2876,27.254340999999997,-7.933986,RMM2018-10-10.0035.fcs,1
288.44073,2179.3079,5361.384,46.56893,556.57874,RMM2018-10-10.0035.fcs,1
342.37228,1405.5322,5952.6104,61.64145,27.252190000000002,RMM2018-10-10.0035.fcs,1
350.462,1258.1489,6980.3916,3.8777208,-78.849174,RMM2018-10-10.0035.fcs,1
356.69202,1622.4502,6160.7524,56.633545,21.645954,RMM2018-10-10.0035.fcs,1
357.34292999999997,1771.9982,6147.4863,24.275774,-62.016228000000005,RMM2018-10-10.0035.fcs,1
376.6839,2097.402,3923.0464,19.185793,-0.30244017,RMM2018-10-10.0035.fcs,1
377.8927,2836.8606,5249.8613,14.358735999999999,21.846404999999997,RMM2018-10-10.0035.fcs,1
399.37234,2759.5996,5180.0176,5.8656135,41.73373,RMM2018-10-10.0035.fcs,1
422.4327,489.9972,3995.3594,45.648106,2110.9321,RMM2018-10-10.0035.fcs,1
602.0805,951.7843,4098.279,40.523167,3163.2312,RMM2018-10-10.0035.fcs,1
630.1621,1010.9117,3545.929,32.5339,94.913475,RMM2018-10-10.0035.fcs,1
646.80646,2024.5502,4799.2114,46.593123999999996,467.64423,RMM2018-10-10.0035.fcs,1
669.12305,2287.2104,5519.3687,70.72041,-50.94481,RMM2018-10-10.0035.fcs,1
671.72656,1899.6263,6403.7485,15.529822,632.136,RMM2018-10-10.0035.fcs,1
690.6956,593.0239,5448.0825,14.975575,-13.119368,RMM2018-10-10.0035.fcs,1
709.01373,1213.483,7560.6885,37.141290000000005,1207.0232,RMM2018-10-10.0035.fcs,1
739.2339999999999,2286.7693,7474.8955,37.439648,8982.657,RMM2018-10-10.0035.fcs,1
769.1753,1000.10144,5852.905,18.632906,766.0392,RMM2018-10-10.0035.fcs,1
769.82623,1780.0737,5837.118,20.876158,787.6708,RMM2018-10-10.0035.fcs,1
852.0253,3131.5490000000004,5430.401,9.599497,571.3598599999999,RMM2018-10-10.0035.fcs,1
854.5359,2383.653,4654.223,36.78094,332.86975,RMM2018-10-10.0035.fcs,1
880.1998,2842.2354,4359.3535,64.00569,639.30975,RMM2018-10-10.0035.fcs,1
941.10535,3073.6259999999997,4299.106,28.498777,3.1352012000000005,RMM2018-10-10.0035.fcs,1
962.2130000000001,2454.9358,6972.1973,23.396376,2583.3193,RMM2018-10-10.0035.fcs,1
963.97974,983.9195599999999,5915.3003,25.098665,13711.273000000001,RMM2018-10-10.0035.fcs,1
966.49036,1606.3210000000001,4471.7754,50.574886,62.220116000000004,RMM2018-10-10.0035.fcs,1
970.2098,586.2064,4064.5913,32.259426,459.72335999999996,RMM2018-10-10.0035.fcs,1
1048.5964,2551.3193,3526.1926,29.147809999999996,600.8502,RMM2018-10-10.0035.fcs,1
1091.3698,987.8732,5492.683000000001,61.374542000000005,-94.19295,RMM2018-10-10.0035.fcs,1
1143.6276,2191.6416,6062.6759999999995,40.7157,2266.6355,RMM2018-10-10.0035.fcs,1
1150.6014,923.5839,6316.641,24.200808,613.2217,RMM2018-10-10.0035.fcs,1
1250.0958,2136.138,5259.015,89.64716999999999,-121.40028000000001,RMM2018-10-10.0035.fcs,1
1256.7909,782.57324,4409.6514,45.4452,1013.21136,RMM2018-10-10.0035.fcs,1
1276.3176,1645.3777,7109.4834,2.7103738999999996,881.87805,RMM2018-10-10.0035.fcs,1
1306.5381,2896.281,3487.9438,62.369859999999996,1394.8977,RMM2018-10-10.0035.fcs,1
1405.1025,2838.5068,5006.517,18.225573999999998,29.161152,RMM2018-10-10.0035.fcs,1
1452.711,2027.0938,4892.667,15.505370999999998,2718.0603,RMM2018-10-10.0035.fcs,1
1543.7437,1663.1044,4114.1636,23.793716,6120.188,RMM2018-10-10.0035.fcs,1
1564.1075,711.80365,6098.9565,18.101226999999998,4.534699,RMM2018-10-10.0035.fcs,1
1585.4941,1414.3676,4305.873,-27.133692,73.82392,RMM2018-10-10.0035.fcs,1
