HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
68.53835,3136.7166,3443.4016,5.636017,51.506844,RMM2018-10-10.0017.fcs
83.06738,-245.40012,3364.3752,13.612521,103.809814,RMM2018-10-10.0017.fcs
124.268456,2792.8584,2161.201,10.682941,39.81011,RMM2018-10-10.0017.fcs
177.64801,1658.7767,1762.4032,4.1523304,17.60509,RMM2018-10-10.0017.fcs
180.61945,3174.9468,1741.4208,15.083963,6.053462,RMM2018-10-10.0017.fcs
278.4199,2250.1655,1875.363,-32.154655,-25.473078,RMM2018-10-10.0017.fcs
305.93457,-3007.8296,2638.7563,14.016646,61.146072,RMM2018-10-10.0017.fcs
322.89395,3187.372,7973.862,11.512913,53.882,RMM2018-10-10.0017.fcs
354.6485,-923.1338,1125.053,30.318552,47.12965,RMM2018-10-10.0017.fcs
381.40924,3068.232,3398.855,-33.27573,4.5338554,RMM2018-10-10.0017.fcs
423.77228,1912.4816,2079.7266,15.341806,76.40014,RMM2018-10-10.0017.fcs
425.32455,1129.7385,3941.8762,-19.603767,85.88487,RMM2018-10-10.0017.fcs
452.2183,35.49833,3198.099,-18.559334,-58.907364,RMM2018-10-10.0017.fcs
476.7793,-909.698,2126.2776,7.596518,-27.396225,RMM2018-10-10.0017.fcs
498.04065,-3363.6943,6001.096,-12.167841,-36.463932,RMM2018-10-10.0017.fcs
539.09094,734.0656,2395.0393,-17.343895,164.12027,RMM2018-10-10.0017.fcs
559.76685,-1837.5145,1465.6072,-7.8168736,-61.26046,RMM2018-10-10.0017.fcs
583.31665,-1293.4425,1078.4598,-1.2913373,-100.81019,RMM2018-10-10.0017.fcs
761.825,-1954.8834,1300.4508,1.8996625,-32.444023,RMM2018-10-10.0017.fcs
777.95953,-1851.5563,1276.1338,44.8128,-62.52839,RMM2018-10-10.0017.fcs
899.47833,-727.052,1747.4026,65.875885,8.643483,RMM2018-10-10.0017.fcs
913.6969,4468.799,2324.42,7.0597024,-31.270235,RMM2018-10-10.0017.fcs
940.706,1443.0494,1644.449,-34.30588,21.542822,RMM2018-10-10.0017.fcs
1009.7943,3184.8877,1816.2351,26.304937,-37.292084,RMM2018-10-10.0017.fcs
1083.1667,-2316.3074,3169.5144,-20.114393,37.76409,RMM2018-10-10.0017.fcs
1129.4858,1037.9126,2426.2405,-3.5136163,13.333244,RMM2018-10-10.0017.fcs
1150.4012,-1251.8826,1753.8091,26.22848,-16.018147,RMM2018-10-10.0017.fcs
1156.8674,458.15555,1401.698,41.742813,-9.956443,RMM2018-10-10.0017.fcs
1162.2693,-1627.2458,1669.435,-39.26394,-3.8541634,RMM2018-10-10.0017.fcs
1176.8337,-408.91727,2549.4495,63.66569,23.870762,RMM2018-10-10.0017.fcs
1180.6923,-1825.315,1059.5598,29.030586,51.457325,RMM2018-10-10.0017.fcs
1182.1025,-1521.187,1861.4504,-31.474003,71.53907,RMM2018-10-10.0017.fcs
1199.0353,1857.5864,4849.492,22.65183,11.917463,RMM2018-10-10.0017.fcs
1254.0825,3801.8774,19054.547,42.794556,62.98857,RMM2018-10-10.0017.fcs
1265.7731,308.4745,1156.4584,-15.5012665,4.0154667,RMM2018-10-10.0017.fcs
1344.3257,-297.30685,16697.727,6.478339,-17.302895,RMM2018-10-10.0017.fcs
1396.9247,-217.27237,3536.7327,-11.108021,198.93903,RMM2018-10-10.0017.fcs
1431.9966,-993.49536,2516.9482,-5.541816,18.30294,RMM2018-10-10.0017.fcs
1445.6652,28.22522,2413.6274,6.9095383,43.03704,RMM2018-10-10.0017.fcs
1466.075,-793.037,1291.0786,46.65701,134.5644,RMM2018-10-10.0017.fcs
1485.6422,1037.0645,22201.742,36.261566,86.18811,RMM2018-10-10.0017.fcs
1504.491,2994.5579,1344.008,-11.538284,53.237896,RMM2018-10-10.0017.fcs
1509.5292,2168.858,2129.5435,14.351088,-58.995117,RMM2018-10-10.0017.fcs
1542.4545,1938.618,10120.736,5.693559,-35.399715,RMM2018-10-10.0017.fcs
1547.812,-2421.6638,5448.39,-1.0227453,37.95258,RMM2018-10-10.0017.fcs
1881.5184,-2674.104,1090.2512,37.330246,78.26195,RMM2018-10-10.0017.fcs
1903.2941,-1630.455,8669.069,8.230564,162.18495,RMM2018-10-10.0017.fcs
1912.4569,-233.96503,1298.771,3.144977,26.537462,RMM2018-10-10.0017.fcs
