HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
5.265172,1852.0443,6228.2637,9.384149,-62.811188,RMM2018-10-10.0020.fcs
8.299339,2814.0127,5804.409,41.72351,-1.1378863,RMM2018-10-10.0020.fcs
9.280981,2385.249,6945.692,14.431074,13.573183,RMM2018-10-10.0020.fcs
27.485983,-2465.1057,2588.8665,22.892992,19.479155,RMM2018-10-10.0020.fcs
33.911278,2057.0664,1777.0281,41.32089,-53.916653,RMM2018-10-10.0020.fcs
41.228973,2592.1826,3949.954,10.948866,10.134178,RMM2018-10-10.0020.fcs
48.546673,-1710.0388,6667.9985,36.50544,-105.64581,RMM2018-10-10.0020.fcs
50.063755,111.09252,6543.949,28.379509,5.15628,RMM2018-10-10.0020.fcs
50.956158,927.5065,5045.599,20.948221,-55.943985,RMM2018-10-10.0020.fcs
54.347286,2688.7334,5507.1797,11.701855,-39.5067,RMM2018-10-10.0020.fcs
57.38145,1354.9469,3687.6753,26.586203,-27.61053,RMM2018-10-10.0020.fcs
63.628265,2500.618,7157.774,8.507225,-25.622063,RMM2018-10-10.0020.fcs
68.26875,2126.019,4995.3286,-3.566804,11.370117,RMM2018-10-10.0020.fcs
70.23204,2001.6637,6292.3267,37.581577,-34.89249,RMM2018-10-10.0020.fcs
98.61043,-10.990127,2833.9243,59.04667,-38.337997,RMM2018-10-10.0020.fcs
99.68131,488.56296,7332.2666,-6.0994987,47.928177,RMM2018-10-10.0020.fcs
100.57371,2617.1406,6515.2783,-5.942807,47.43537,RMM2018-10-10.0020.fcs
101.912315,1037.8958,1583.5206,9.953059,-30.532713,RMM2018-10-10.0020.fcs
112.71038,418.62137,3531.5264,18.766258,-12.766327,RMM2018-10-10.0020.fcs
132.16475,2982.5972,10742.979,-34.835007,-9.117504,RMM2018-10-10.0020.fcs
142.24889,-1491.6709,3524.9543,32.142696,8.643483,RMM2018-10-10.0020.fcs
148.4957,-33.64511,8522.894,8.933768,-89.36629,RMM2018-10-10.0020.fcs
163.66653,2178.6204,8753.719,14.419838,94.6314,RMM2018-10-10.0020.fcs
