HDR-T,FSC-A,SSC-A,mKate/APC-A,GFP/FITC-A,file
8.088788,1247.658,4596.889,22.502611,0.9070592,RMM2018-10-10.0058.fcs
17.80838,656.0257,6543.7285,32.353184,17.602776,RMM2018-10-10.0058.fcs
28.180296,4050.3567,4845.801,29.423603,-3.2934124,RMM2018-10-10.0058.fcs
36.008156,1793.7095,5908.7744,58.500248,6215.1416,RMM2018-10-10.0058.fcs
36.85617,2470.2979,9435.399,58.187485,11031.185,RMM2018-10-10.0058.fcs
41.55289,3093.495,4256.364,33.43766,9151.829,RMM2018-10-10.0058.fcs
43.901245,387.9782,7480.4062,58.994232,3685.5898,RMM2018-10-10.0058.fcs
46.510532,543.06476,1537.3816,56.4905,38.88947,RMM2018-10-10.0058.fcs
63.209965,-833.1786,3781.5417,73.42207,-74.68465,RMM2018-10-10.0058.fcs
64.64507,2878.9512,8885.184,58.55351,86765.36,RMM2018-10-10.0058.fcs
67.189125,2465.331,12185.628,73.43786,1025.6146,RMM2018-10-10.0058.fcs
67.58052,1742.5581,12096.875,34.744152,843.94464,RMM2018-10-10.0058.fcs
81.279274,1650.9434,4062.9807,5.803527,20463.053,RMM2018-10-10.0058.fcs
92.49921,2094.43,5813.5024,65.692566,-57.381283,RMM2018-10-10.0058.fcs
94.97803,3747.4495,1566.1187,70.29107,-34.589867,RMM2018-10-10.0058.fcs
98.50057,-501.88098,5326.0786,53.870617,50070.5,RMM2018-10-10.0058.fcs
105.61088,7305.117,8019.2163,59.649506,-18.15694,RMM2018-10-10.0058.fcs
106.98075,-1629.8374,1380.1846,2.456795,713.47156,RMM2018-10-10.0058.fcs
126.5504,2046.2478,1283.5842,46.87725,19.092796,RMM2018-10-10.0058.fcs
129.6163,2629.3357,7243.16,40.127636,1433.9135,RMM2018-10-10.0058.fcs
135.35674,-304.45007,5570.4976,60.25369,-178.76312,RMM2018-10-10.0058.fcs
137.37894,3218.7966,8851.792,18.3041,27658.057,RMM2018-10-10.0058.fcs
140.77101,-1716.6261,4125.7124,31.286432,-47.797623,RMM2018-10-10.0058.fcs
173.64803,485.29538,6299.0015,78.778786,32.048363,RMM2018-10-10.0058.fcs
205.74225,-2193.5562,8314.763,49.226055,19.02343,RMM2018-10-10.0058.fcs
212.91779,-841.77576,2239.771,9.604847,12809.457,RMM2018-10-10.0058.fcs
